# <P(U)> as a function of N_tot.
# number_of_species: 1
# species_total_upper_bound: 389
# species_total_lower_bound: 363
# volume: 729
# Bin widths for each
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
# Bin lower bound for each
-1810	-1820	-1830	-1840	-1840	-1850	-1850	-1860	-1860	-1870	-1870	-1870	-1880	-1880	-1890	-1900	-1900	-1910	-1910	-1920	-1920	-1930	-1940	-1940	-1940	-1950	-1950	
# Bin upper bound for each
-1550	-1560	-1560	-1570	-1570	-1580	-1590	-1590	-1600	-1610	-1610	-1610	-1620	-1620	-1630	-1640	-1650	-1650	-1650	-1650	-1660	-1660	-1670	-1680	-1680	-1690	-1700	
# Normalized histogram for each
1.37451720083321e-05	7.74727876833262e-05	0.00033269564065622	0.000497325314483288	0.000949041649120746	0.00279745489396849	0.00562083818058907	0.00936108691821998	0.019194195538817	0.0344257204656864	0.0556051561888887	0.0811705513438405	0.107083949262821	0.126110391225082	0.131685308035553	0.129087782916251	0.106381071148759	0.0803192878501426	0.0471484391107623	0.0267096807246455	0.0157807070266569	0.00838049385153465	0.00622656291977443	0.00315826565918721	0.00139544734911862	0.000451716334637459	3.56124911124967e-05	
4.42678648502086e-05	4.80622532659408e-05	0.000234619683706106	0.000521728407163173	0.000658642589164175	0.00232564389980917	0.00452607298189919	0.00795556771165178	0.0145837318758666	0.0279715990027082	0.0488015266089393	0.0680858733338287	0.0947193180219221	0.117643431834603	0.132736876554316	0.129036083052838	0.115607742449562	0.0918880718657166	0.0630462931196671	0.0347404717373398	0.0201096262053112	0.0108911595492899	0.00629489038169966	0.00451184402534019	0.00228011123882039	0.000646310826813046	9.04329239082833e-05	
2.82904638504453e-06	0.000102474346836057	0.000140509303790545	0.000424985634731134	0.000803763511839873	0.00134725475625565	0.00386007662314965	0.0058771866956864	0.0119967283650249	0.0220473871556265	0.0387783674767798	0.0589331226008115	0.0823478821758762	0.109506727472304	0.128563812598938	0.129962933205586	0.125399367048022	0.0998049844025243	0.0758130993649105	0.0464350243486592	0.0267700085877275	0.0148150872415037	0.00726027603948594	0.00503664558084094	0.00287305377325633	0.000890206595827345	0.000182001984104531	2.42040635164921e-05	
2.51899850996455e-05	4.27273164981329e-05	5.61194604751596e-05	0.000191316342528953	0.000867300752797922	0.00118966878995921	0.00252473800024042	0.00531668115887961	0.00857766821728562	0.0172079484287667	0.029136522385447	0.0505413136481571	0.0719875567850819	0.0981290218282381	0.122824135321875	0.131256084258268	0.127018746131823	0.112402177562611	0.0844422506837168	0.060327463429084	0.0344885970676944	0.0195624148841564	0.00997650954174315	0.00583451072599131	0.00377467143809625	0.00152096492310518	0.000648881261744033	0.000128819670636162	
9.07871211435853e-05	4.95493090748441e-05	5.14673468454832e-05	0.000499968512213265	0.00106546998159003	0.00159069265778338	0.00408478110553779	0.00692571471681611	0.0134358545833271	0.0243446944038371	0.0418442316772249	0.0665095580617205	0.0883150901301932	0.108444576860089	0.126977936491851	0.131369923313653	0.118352840310249	0.096994530715297	0.0695304675504772	0.0445978945699392	0.0255194925383536	0.01461001337192	0.00670961579465743	0.00447797884851881	0.00267502334411803	0.000610895029948561	0.000315836886231909	5.114767388371e-06	
2.47943735844558e-05	2.32049906623753e-05	0.000150991377597648	0.000187547184805499	0.000992092819962649	0.00132618111018397	0.00308689951126475	0.00614137561091906	0.0101243692136528	0.0193300750983431	0.0336214884571065	0.0572136527993007	0.0807953272142091	0.104082330035364	0.117052966185878	0.133071720904359	0.121147216593158	0.106447649700004	0.0812874001668852	0.0549141335876346	0.031143640481583	0.0185198076846664	0.00966376604283387	0.00506472761950173	0.00273342074939405	0.00143362339571661	0.000409107164143521	1.04899272857313e-05	
7.58018616423308e-05	6.1990505495635e-05	0.000232544694190879	0.000410486352452961	0.00101336810797269	0.00218604860312586	0.00507005248315336	0.00858809396861289	0.0159980471384797	0.0280511855282683	0.0450449350866261	0.0725468783123165	0.0955537069037509	0.113568533233977	0.127051628776442	0.127915641521433	0.1115613898721	0.0922434781491498	0.0651481669439644	0.041144029961007	0.0216141299809211	0.0120704828835542	0.00705888776827756	0.00315669786534249	0.00192266925335166	0.000623438192575272	8.76860518150691e-05	
1.34208800774065e-05	8.02057357006914e-05	0.00023262858800838	0.000495613928572798	0.000554729709866136	0.00177123662545391	0.00324913115778737	0.0084570717173486	0.0138688818361809	0.0236121212276143	0.0382849776893846	0.0598111106992534	0.0861106033899865	0.105544676831599	0.122549251434436	0.128287636301819	0.119736298879165	0.102580260058311	0.0746066723503029	0.0499330234175185	0.0288162272500105	0.0145725194059535	0.00880345824125118	0.00449184074400246	0.00211890132841149	0.00122609325850021	0.000171915082896303	1.94922305886142e-05	
5.52711193856179e-05	1.93933752230238e-05	0.000306415328523776	0.000572104569079203	0.00112416931709461	0.00337056861376154	0.00574011584309467	0.0104375145450314	0.0205207767693223	0.0324176427998862	0.0515740956222688	0.0776391151449332	0.0977490755824477	0.11559938458356	0.127045031417268	0.126050474491247	0.109242236185452	0.086232319706255	0.0573420086365164	0.0360002456494195	0.019456726915419	0.00931043622165335	0.00636425930235565	0.00295070204018307	0.00204341530266594	0.00075213973573294	8.43611822201536e-05	
7.10236444168959e-06	5.87559240176139e-05	0.000355763891579178	0.000547204896757448	0.000697323054274978	0.00223595346014282	0.004704993607872	0.00921079817662935	0.016706698175338	0.0276830795852219	0.0427839977272434	0.0656145482250546	0.0913396350676016	0.110898578235773	0.123059763168429	0.126734591097509	0.116681839899792	0.0946612817830809	0.0684864861374759	0.0434583995144565	0.0272004416379344	0.0125560118286651	0.00703844316171438	0.00385045003163781	0.00201642583194514	0.00125195315022146	0.000159480365190666	
8.65910765927592e-05	0.000198765880360652	0.000552674106283331	0.000724872269962113	0.00177741304566728	0.00394350194649524	0.00633459644786348	0.0132471227326832	0.0238860172795117	0.0356010683502071	0.0555458796587393	0.0821349161132546	0.105853983173123	0.119097497944282	0.127864844449299	0.12246733400835	0.0984914456872232	0.0795355438329606	0.0516883127958323	0.0338508790142262	0.0180844151477969	0.00869256330250494	0.00501703449834411	0.00303626362128474	0.00158717507436501	0.000635985217853637	6.33033249333429e-05	
0.000294730353011222	0.000191327748714548	0.000766298917829178	0.00123128132950722	0.00278166177864334	0.00557682517122352	0.0103274174310446	0.0182021514327847	0.0306269293312354	0.0468680536666102	0.069199723118122	0.095178474870862	0.114544070255813	0.123450854454578	0.126209794004888	0.111907633153905	0.0891755255914859	0.06272718111987	0.0401468843873264	0.0243661321564317	0.0119976658673272	0.0066003133691664	0.00419043993527129	0.00208089508455633	0.00109330142122599	0.000258506510741686	5.92753782592402e-06	
8.77457620768732e-05	0.000162346091632866	0.000614548970351134	0.000962574296341429	0.00180486788511681	0.00481385738914621	0.00801772793029766	0.0157331109126151	0.0251035038493113	0.0392637637608031	0.0596796063731686	0.0849204799923231	0.113186446270345	0.120579766155901	0.125894793159906	0.117646362888867	0.0973912231890688	0.072503961704726	0.0483978675479365	0.0289334256142696	0.0161705251797474	0.00847387443877219	0.00499559299374738	0.00299157180593924	0.00102172874268539	0.000610933976407892	3.77931184975296e-05	
0.000211056628964784	0.000306566432578594	0.000645526050298936	0.00154552227665984	0.00334651658046851	0.00615670887910563	0.0130387579450966	0.0194162080136733	0.0335790428782247	0.0520852361546684	0.0752413542755832	0.10074681319518	0.119353525530672	0.124868381813464	0.123557626641491	0.104666388597332	0.0840476253290663	0.0586957835761208	0.035883968278723	0.0195761702372083	0.0110507514384077	0.00632802541495837	0.00306132297107623	0.00169479808860171	0.000652205057544657	0.000239442409759098	4.67530507200471e-06	
