# <P(U)> as a function of N_tot.
# number_of_species: 1
# species_total_upper_bound: 479
# species_total_lower_bound: 456
# volume: 729
# Bin widths for each
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
# Bin lower bound for each
-2310	-2320	-2330	-2340	-2350	-2360	-2360	-2370	-2390	-2390	-2400	-2400	-2420	-2430	-2440	-2450	-2460	-2470	-2480	-2490	-2490	-2500	-2510	-2530	
# Bin upper bound for each
-2140	-2160	-2170	-2170	-2180	-2190	-2200	-2210	-2220	-2240	-2240	-2260	-2260	-2270	-2280	-2290	-2300	-2310	-2320	-2330	-2340	-2350	-2360	-2370	
# Unnormalized histogram for each
169	4388	40096	254309	1171611	4028289	10289434	19421863	26104602	25274281	17747801	8969330	3239002	859955	155083	20530	5174	258	
143	5687	34669	241098	1093675	3865449	9941885	18837317	25886312	25668628	18315394	9405743	3411077	910076	173656	25987	4304	
776	5749	35021	214253	983600	3622829	9525259	18425965	25741989	25974763	18813888	9875651	3737466	993132	182930	24402	1939	
537	6459	37545	196547	913831	3364898	9147621	17866675	25320950	26070092	19419217	10349607	3942001	1064068	209899	24860	1715	11	
29	4545	27017	176380	874993	3238092	8881366	17409047	25061829	26120020	19782746	10656622	4226143	1164897	218484	29866	3355	259	
147	3514	27933	163907	809489	2993394	8458577	16884793	24930274	26399356	20262287	11092041	4412864	1309389	259616	32507	4534	158	
3320	22394	145973	724311	2818622	8216436	16659126	24615988	26541238	20546104	11367656	4579952	1326637	264975	37964	4786	111	
1803	20568	134316	734310	2690505	7852618	16243672	24516170	26576284	21053724	11808907	4641252	1404943	304627	43081	6790	848	
142	1393	16560	118861	662715	2574723	7581559	15935742	24280493	26697823	21366263	12090222	4901961	1431154	332404	50750	6458	173	
344	13856	118319	612460	2478598	7276349	15604505	23871391	26725931	21546294	12506022	5210574	1524404	331097	55849	5052	
501	9043	108220	566019	2366176	7123298	15301304	23760096	26691948	21943953	12861154	5389448	1667357	370006	52861	5463	164	
9518	105152	543571	2262489	6820383	14956135	23724222	26908390	22163384	13075800	5486521	1631716	417602	71325	4590	
161	8010	80882	521329	2187735	6728218	14719486	23589066	26959441	22286780	13174622	5680177	1722995	410462	67253	6381	35	
407	6940	77929	470074	2103761	6533509	14334408	23215865	26856323	22498067	13675147	5896144	1810239	406127	63661	7261	620	
970	8090	76831	451690	1973982	6202231	14121575	23041231	27181967	22728733	13858467	6068082	1941543	460353	57275	8631	1623	
490	7805	80613	459706	1933814	6125101	13914272	22735571	26973655	23196161	14088641	6248929	1986396	456528	68472	8952	1103	
165	5753	58137	420435	1871687	5841602	13789351	22765668	27297798	23296511	14366617	6376757	2017121	457328	83929	10366	724	
136	3123	53000	423505	1848631	5789354	13507079	22558511	27321797	23635911	14394974	6582901	2062802	488670	83988	12526	1071	
8	5067	51952	369179	1783577	5803822	13320136	22357797	27206180	23453737	14732189	6560514	2138251	480163	76921	16771	3753	
116	3827	57752	361402	1688597	5607722	13213982	22133673	27068176	23560406	14822932	6752603	2269080	537122	94813	16745	665	
3469	46770	361597	1648606	5439272	12979574	22328701	27070488	23701437	14851740	6871476	2238694	534344	86514	17683	703	
2895	51250	340145	1677026	5482419	12986534	22070414	26917166	23934657	15169345	6991289	2330356	545856	71983	10459	1507	
3197	52871	369464	1686711	5599223	13003841	22270017	27221092	24116922	15304813	7099411	2371176	576139	80565	10613	128	
339	4185	68891	396513	1670962	5434565	12715215	22153989	27473079	24315454	15392563	7147673	2453398	611331	95408	12662	915	
